winery,wine_name,wine_type,wine_country,average_rating,num_of_ratings,wine_price,grapes,alcohol_content,reviews
Álvaro Palacios,Les Terrasses Velles Vinyes Priorat 2017,Red wine,Spain,4.2,869,39.99,"Cariñena, Garnacha",14.5,"Didn’t give it breathing time and was really decent + smooth drop. Difficult to judge wines properly at BBQ gathering but will have to have again,Now, that’s what I’m talking about... a fantastic wine even though it’s still young. It’s well balanced, medium to full bodied & packed with cherries, blackberries, & raspberries alongside eucalyptus, cocoa, liquorice & minerals. Bought two bottles but will need to by more & keep for 5-10 years. Had it with my own version of Surf & Turf 😘👌🏼,Easily 4.3, light red full body wine. Smells like leather and red berry specifically cherry and sour cherry and also a bit like tuna fish. Long after taste of the same fruits. Tastes a bit bitter at the very end. Still very young. Has room to grow a lot more. Low tongue tannins. Enjoyable wine overall."
Quinta de La Rosa,Tonel 12 10 Years Old Tawny Port N.V.,Fortified Wine,Portugal,4.0,693,,"Tinta Cão, Tinta Francisca, Touriga Nacional, Tinta Roriz, Tinta Barroca",20,"A very good quality 10yo tawny made l predominately with Touriga Franca and Touriga Nacional. Med. tawny colour. Nutty with fig, walnut, kirsch-like red fruit, good spirit integration, raisin and a heady oxidative character featuring bitter chocolate and spicy old oak. Sweet, rich, raisined with sultana, fig and caramel notes. Med. acidity and med. fine-grained tannins, high alcohol and a long finish featuring a lovely fruit cake note. Delicious.,2008 vintage,This is the Quinta de la Rosa Tawny 20 years old. This Tawny was launched in 2013 for the 25th anniversary. Offering spectacular wealth he dresses from the palate and acts elegant and fresh. A surprising salinity permeates the aroma sheet of roasted hazelnuts, saffron, dates, chestnuts and almond paste. In its complex bouquet bouquet, there are also scores of asters, lilies, light tobacco and incense. Its extremely long finish provides an exceptional taste experience."
Whitehaven,Sauvignon Blanc 2019,White wine,New Zealand,4.1,3427,15.80,100% Sauvignon Blanc,13,"Zesty blast of grapefruit pineapple and pears. Crisp fresh flavors and aromas with a lemony finish. Almost forgot how great this one is!,Absolutely delicious! Wonderful balance lemongrass and citrus. Good acidity and mouthfeel. And hey, we’re at the beach so that helps,It had a green apple taste without being too overpowering. I've never been a huge fan of this wine, but maybe I've been drinking crap!"
Loxarel,Amaltea Brut Nature Reserva,Sparkling wine,Spain,3.9,426,,"Macabeo, Xarel-lo, Parellada",12.5,"The first Grenache white ever tasted and very glad to find such a surprise. Lovely freshness due to its high integrated acidity. Delicate bubble and crisp young taste. Very good!,Crispy bubbles, with mix of soaked apples, zest, dough, maldonian salt. Interesting natural sparkling wine.,Delicate balance between golden apple and citrus. Brioche. Fine mousse."
David Trousselle,La Couleuvraire Bourgogne Hautes-Côtes de Beaune 2018,White wine,France,4.3,30,24.99,100% Chardonnay,,"Zippy acidic delicious. Deceivingly Chardonnay.,2018 vintage. Clear pale straw yellow. Woody, lemon citrus nose. Full bodied, medium acid. Salty. Light integrated oak. Crisp medium length finish. Good not great white burgundy,Great value. Super with food. Everyone thinks it cost a LOT more"
Acrobat,Rosé of Pinot Noir 2019,Rosé wine,United States,3.8,52,12.23,100% Pinot Noir,,"Strawberry raspberry watermelon and a little spiced citrus. Happy to have this one again. Oregon does good work.,Melon with a touch of strawberries on the nose. A nice subtle carbonation with a smooth soft finish,Lovely. Good copper color, with sharp acidity and notes of strawberry, watermelon, and herbs."
Calabretta,Nerello Mascalese Vigne Vecchie 2011,Red wine,Italy,4.3,36,29.35,100% Nerello Mascalese,15,"(4.2) ruby-garnet, light bodied but made big. Candied cherry, rose hips, plum. Zesty acid and pepper on palate. Big stemmy tannins that smooth with air. Very unique Nerello.,Very good, mineral, fresh, zesty and spicy. Initial palate quite hot fruit, long pure finish. Delicious with veal,At Hearth. Excellent"
Quady,Electra White (California Moscato) 2015,Dessert wine,United States,4.1,179,14.99,"Muscat Blanc, Orange Muscat",4.5,"A safe Moscato, delicious always!,Wow. The sweetest wine ever to touch my lips. It is quite good I suppose but way too sweet for me. Strong green apple.,Super sweet. Fresh. Light body, medium acidity, low alcohol. Must be served in cold. Not my favorite style."
I Vignaioli di S. Stefano,Moscato d'Asti 2018,Sparkling wine,Italy,4.2,464,25.49,100% Moscato Bianco,5.5,"Pale yellow color, Sweet melon, orange blossom, jasmine and honeysuckle.. Beautiful wine with great balance between sweetness and acidity..,Pear, peach, tropical fruits, white flower, honeysuckle, lemon, apple, honey lychee elderflower Bubbly, demi sec, medium length with apple finish. Simple wine, best for aperitif wine or dessert wine.,Today this was a great wine again. The best Moscato d’Asti. Kruidige tonen, niet te zoet, mooie balans."
Evolúció,Late Harvest 2012,Dessert wine,Hungary,4.2,27,,100% Furmint,,"Gorgeous nose of yellow and green apple, maybe some citrus, lots of honey, fresh pool toy, overripe cantaloupe, white flowers, its sweet but cleans up quickly with good acidity, if it wasnt super sweet i could drink it for days,This was my first Tokaji and what a great intro to the sweet wines of Hungary. Smooth, flavorful, medium-full body, and just the right level of sweetness... IE: sweet, but not ""maple syrup concentrate"" sweet. Apricot, kiwi, cream, and honey. Would definitely buy again.,Wonderful dessert wine, certainly considering buying again. Sweet stone fruit on the nose and sweet on the palate. Some background acidity to that sweetness, like roasted pineapple, followed by some candied apricots, no figs like with a PX. Certainly reminds me of a Japanese umeshu in both flavor profile and consistency, probably easy for port fans to gravitate towards. Would not mind seeing this on the dessert menu of a few restaurants around town!"
Chateau Ste. Michelle,Ethos Reserve Late Harvest Riesling 2014,Dessert wine,United States,3.9,42,,100% Riesling,,"Apricots, orange marmalade, peaches and honey drip from this late harvest Riesling. 16.5g/100ml sugar. A little will go a long way as an after dinner treat.,I like riesling usually and this is like a sweet one on steroids, lot of petrol and minerality but sweet,Very sweet almost syrup-y. Pears, green apple, and apricots tastes hit the mouth. Good summer wine."
Broadbent,Rainwater Madeira (Medium Dry) N.V.,Fortified Wine,Portugal,3.7,356,16.99,100% Malvasia,19,"2008 vintage,Caramel color and nose. Bold, sweet dessert wine dominated by nuts and (you guessed it) caramel. Paired well with a dark chocolate mousse.,Demands the right pairing. Classic Madeira with 19% EtOH and notes of honey, almonds, and caramel. Paired with Fois gras with a savory sauce and a fig compote. Wow!"
Niepoort,Tawny Port N.V.,Fortified Wine,Portugal,3.8,1607,13.99,"Tinta Cão, Tinta Francisca, Touriga Nacional, Tinta Roriz",19.5,"3,9 stars. Fantastic value for money Tawny! Lovely deep dark inky berry fruit with spices on the nose. Full body, good acidity, bold mature smooth tannins in a dark spiced body with massive tobacco notes of all kind, floral dense liquorice, sandalwood. Holy cow is this juicy good stuff. Long lingering super ripe floral spiced fruit with tertiaries and a pleasant alcohol burn note on the finish. Mouth candy for grown ups. ,Classic Tawny Porto. Ruby color. Aroma of black currants, cherries, vanilla and licorice. Fruity taste. Well balanced spiced finish.,Beautiful Tawny, some orange citrus flavours, not too sweet, lighter spice. Dark pink orange colour. Great value. Wine from The Wine Knight."
Pine Ridge,Chenin Blanc - Viognier 2020,White wine,United States,4.1,434,11.99,"80% Chenin Blanc, 20% Viognier",11.7,"色：Pale lemon green、ほぼ白 香：Pronounced apple, pear, lemon 味：dry, high acidity, medium body, alcohol medium 飲むとMineral, peach感も。 美味しい！,I love this! The acidity of the Chenin Blanc and the creaminess/oiliness of the Viognier .... incredible value. Buying more now!,Excellent! Maybe not a full 4.5, but for the money, I’ll give it. Nose of chalk, pineapple, lemon zest, and grass. Lovely acidity, more lemon comes through. Nice full body with a somewhat creamy feel. Definitely on my list to revisit."
Graham Beck,Brut Blanc De Blancs 2013,Sparkling wine,South Africa,3.9,239,27.99,100% Chardonnay,12.1,"Nice toasty oak,hints of yeast and peach zest. A nice soft acidity with a lovely balance. A nice touch of complexity above their standard offering.,Fine lively mousse, citrus fruit with oak character. Full, citrus fruit, biscuit, nutty. Long fresk clean and fruity aftertaste,See 2011 notes. Just a little more zesty acidity. Enjoy."
W. & J. Graham's,10 Year Old Tawny Port N.V.,Fortified Wine,Portugal,4.2,12749,,"Tinta Cão, Touriga Francesa, Touriga Nacional, Tinta Roriz, Tinta Barroca",20,"I'll have port with the vanilla ice that we are having for dessert. Ice ice baby hahaha you get the reference? ;D #lihkkubeivviin,Brilliant amber port, a delicacy with walnut and fig hints and noticeable sugars. It's subtle but with character, superb libation.,Maybe not as refined as the 2O year old but better value. Totally delicious anyway. By its own or with chocolate, if that’s your idea of heaven."
Rafael Palacios,Louro Godello 2019,White wine,Spain,4.1,1464,27.99,100% Godello,14,"Honey, vanilla and smoky nose. Citrus, and stone fruit on the palate with some subtle oak. Delicious food wine, would be great with pork.,👃ripe pear, apricot, grass/hay, citrus and caramel & honey sweet hints 👄grass and minerality first, then caramelized lemon, orange peel and similar zesty mouth puckering nuances 🔀 Balance just great. Medium body filled with rich baked fruit and citrus zest layers topped with running lively acidity. Yum. 🔤 rich, complex ⌚ milk, nettle leaves, baked apple and vanilla sticks bitter touch crawling down the throat at the very end. Long outstanding finish,The French, (blind tested) i didn't catch the grape and thought of an Albarino harvested a bit young and from some improbable place. I was (again) wrong hahaha. Delicious all the way, well made and good structure and fruits accents. Highly recommend."
Quady,Starboard (Vintage Port) 2006,Dessert wine,United States,3.7,40,,"97% Tinta Cão, 3% Touriga Nacional",20,"Not what I expected after tasting the NV Batch 88 Starboard. But calling it Starboard, since it is NOT port is creative. This is alcohol-forward, with an industrial edge to it...almost a quality I’ve found in Kentucky Bourbon, in addition to the raisin, plum, fig...darn, now I’m craving Fig Newtons - I think that would be an awesome pairing!!! Sorry, back to the non-port. Sweet and not as deep or complex as Port.,Red berries and some spice and the Americans make a decent port.,Cherry, alcohol, black fruit,.plum, smoke on nose Red fruit. Strawberry, medium sweet on palette"
Domaine Cédrick Bardin,Sancerre Blanc 2018,White wine,France,4.2,123,39.99,Sauvignon Blanc,,"Wonderful balance between limey brightness and dry crispness,Wow! A pleasant surprise! Delicious semi-sweet and well balanced.,Excellent Sancere. Nose is funky mineral. Has notes of green apple and lemon zest. Tartness and acidity balanced with subtle sweetness."
Jorge Ordóñez,No. 2 Victoria 2017,Dessert wine,Spain,4.3,100,23.99,100% Moscatel de Alejandría,10.5,"Wine exchange with @Lars Baak #3 Sweet Moscatel! Apple syrupy tones mixed with apricots. Good acidity, honeyed mouthfeel, pear drups. Med sweet. Balanced and a nice lingering finish. 15 pts,Despite I don't like sweet wines, this is very fresh with strong nose! Like it!,Just gets better and better as you drink it. One of the best dessert wines I’ve had in a long time"
Santi,Amarone della Valpolicella Classico 2015,Red wine,Italy,4.2,624,39.99,"Corvina, Rondinella",15.5,"Very nice wine. Not super full bodied but smooth and very nice. Leather, black cherries abound with a smooth finish. Would buy again,A beautiful red. Dangerously drinkable. Deep ripe dark cherry. Some hints of pepper, tobacco and leather but they take a backseat to the fruit.,Buttery mouthfeel. I got melon, biscuit, and milk chocolate. Rico got a hint of cigar box. We agreed, it doesn't have red berry fruit or raisiny. It was so good! Happy."
Volver,Triga 2016,Red wine,Spain,4.3,530,37.73,100% Mourvedre,16,"Wine #4 from Wednesday beach dinner was a rocking Temp blend of 85% Monastrell and 15% Cab from vines between 1925 and 1981! An explosive blend with notes of blueberry, licorice, tar, espresso, and an interesting caramel brittle finish. Very full in the mouth with a 16% alc level but worth its 4.3 Vivino rating. No burn from the high alcohol but it made for a tipsy walk back to the hotel. Paired with the tune Only You Can Rock Me by UFO. Happy Mother’s Day to all the Moms!!,92pts 4.2 Great 50/50 here Good round smooth body and easy tannins Oak and chocolate with blackberry blueberry plum. Finishes easy,Raspberry vanilla cream almond milk butterscotch dark chocolate honeycomb truffles wax mocha chocolate coffee cinnamon cherry black raspberry"
